dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.5,0.0053,0.0884,,,CSLFINANCE
2.5,0.0054,0.0884,,,CSLFINANCE
2.5,0.0055,0.0884,,,CSLFINANCE
2.5,0.0047999998,0.0884,,,CSLFINANCE
2.5,0.005,0.0884,,,CSLFINANCE
2.5,0.0057,0.083500005,,,CSLFINANCE
2.5,0.0061000003,0.083500005,,,CSLFINANCE
2.5,0.0058,0.083500005,,,CSLFINANCE
2.5,0.0054,0.083500005,,,CSLFINANCE
2.5,0.0055,0.083500005,,,CSLFINANCE
2.5,0.0056,0.083500005,,,CSLFINANCE
2.5,0.006,0.083500005,,,CSLFINANCE
2.5,0.0062,0.083500005,,,CSLFINANCE
