dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.06,0.0075,0.2851,,,NIACL
2.06,0.0072000003,0.2851,2.06,2024-09-05,NIACL
2.06,0.0078,0.2851,2.06,2024-09-05,NIACL
2.06,0.0070999996,0.2851,2.06,2024-09-05,NIACL
2.06,0.0074,0.2851,2.06,2024-09-05,NIACL
2.06,0.007900001,0.2907,2.06,2024-09-06,NIACL
2.06,0.0087,0.2907,2.06,2024-09-06,NIACL
2.06,0.0078,0.2907,2.06,2024-09-06,NIACL
2.06,0.0083,0.2907,2.06,2024-09-06,NIACL
2.06,0.0084,0.2907,2.06,2024-09-06,NIACL
2.06,0.0088,0.2907,2.06,2024-09-06,NIACL
2.06,0.0094,0.2907,2.06,2024-09-06,NIACL
2.06,0.0098,0.2907,2.06,2024-09-06,NIACL
2.06,0.0099,0.2907,2.06,2024-09-06,NIACL
