earningsGrowth,revenueGrowth,symbol,Date
11.473,1.238,ARIHANTCAP,2024-07-07
11.473,1.238,ARIHANTCAP,2024-07-13
11.473,1.238,ARIHANTCAP,2024-07-20
0.631,0.662,ARIHANTCAP,2024-07-27
0.631,0.662,ARIHANTCAP,2024-08-03
0.631,0.662,ARIHANTCAP,2024-08-10
0.631,0.662,ARIHANTCAP,2024-08-17
0.631,0.662,ARIHANTCAP,2024-08-24
0.631,0.662,ARIHANTCAP,2024-09-01
0.631,0.662,ARIHANTCAP,2024-09-08
0.631,0.662,ARIHANTCAP,2024-09-15
0.631,0.662,ARIHANTCAP,2024-09-21
0.631,0.662,ARIHANTCAP,2024-09-28
0.631,0.662,ARIHANTCAP,2024-10-05
0.631,0.662,ARIHANTCAP,2024-10-12
0.631,0.662,ARIHANTCAP,2024-10-19
