priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
0.5977912,,,18.956,-34.049,MBECL,2024-07-07
0.5877623,,,18.939,-34.02,MBECL,2024-07-13
0.57261986,,,18.918,-33.981,MBECL,2024-07-20
0.6003082,,,18.958,-34.054,MBECL,2024-07-27
0.61918604,,,18.976,-34.085,MBECL,2024-08-03
0.8230629,,,19.138,-34.377,MBECL,2024-08-10
0.56103384,,,,,MBECL,2024-08-17
0.7245544,,,20.834,-34.392,MBECL,2024-08-24
0.7066149,,,20.838,-34.398,MBECL,2024-09-01
0.727316,,,20.853,-34.423,MBECL,2024-09-08
0.70799506,,,20.839,-34.401,MBECL,2024-09-15
0.65003055,,,20.781,-34.305,MBECL,2024-09-21
0.7452583,,,20.871,-34.453,MBECL,2024-09-28
0.7438778,,,20.875,-34.46,MBECL,2024-10-05
0.68729115,,,20.817,-34.364,MBECL,2024-10-12
0.63623,,,20.762,-34.273,MBECL,2024-10-19
