dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
3.0,0.0150999995,0.6002,,,NATIONALUM
3.0,0.0161,0.6002,,,NATIONALUM
3.0,0.015800001,0.6002,,,NATIONALUM
3.0,0.0162,0.6002,2.0,2024-02-23,NATIONALUM
3.0,0.0162,0.6002,,,NATIONALUM
3.0,0.016900001,0.6002,2.0,2024-02-23,NATIONALUM
3.0,0.0182,0.32759997,2.0,2024-02-23,NATIONALUM
3.0,0.0173,0.32759997,,,NATIONALUM
3.0,0.0164,0.32759997,,,NATIONALUM
4.0,0.023,0.32759997,,,NATIONALUM
4.0,0.0219,0.32759997,,,NATIONALUM
4.0,0.022,0.32759997,2.0,2024-09-20,NATIONALUM
4.0,0.019299999,0.32759997,2.0,2024-09-20,NATIONALUM
4.0,0.0182,0.32759997,,,NATIONALUM
4.0,0.0179,0.32759997,,,NATIONALUM
4.0,0.0178,0.32759997,,,NATIONALUM
