earningsGrowth,revenueGrowth,symbol,Date
,39.64,IITL,2024-07-07
,39.64,IITL,2024-07-13
,39.64,IITL,2024-07-20
,39.64,IITL,2024-07-27
,39.64,IITL,2024-08-03
,39.64,IITL,2024-08-10
,39.64,IITL,2024-08-17
2.019,1.148,IITL,2024-08-24
2.019,1.148,IITL,2024-09-01
2.019,1.148,IITL,2024-09-08
2.019,1.148,IITL,2024-09-15
2.019,1.148,IITL,2024-09-21
2.019,1.148,IITL,2024-09-28
2.019,1.148,IITL,2024-10-05
2.019,1.148,IITL,2024-10-12
2.019,1.148,IITL,2024-10-19
