dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.5,0.0069,0.1069,,,NITINSPIN
2.5,0.0070999996,0.1069,2.5,2023-09-11,NITINSPIN
2.5,0.0064999997,0.1069,2.5,2023-09-11,NITINSPIN
2.5,0.0058999998,0.0971,2.5,2023-09-11,NITINSPIN
2.5,0.0058,0.0971,2.5,2023-09-11,NITINSPIN
2.5,0.006,0.0971,2.5,2023-09-11,NITINSPIN
2.5,0.0057,0.0971,2.5,2024-09-09,NITINSPIN
2.5,0.0058999998,0.0971,2.5,2024-09-09,NITINSPIN
2.5,0.006,0.0971,2.5,2024-09-09,NITINSPIN
2.5,0.0064,0.0971,2.5,2024-09-09,NITINSPIN
2.5,0.0067000003,0.0971,2.5,2024-09-09,NITINSPIN
2.5,0.0062,0.0971,2.5,2024-09-09,NITINSPIN
2.5,0.0061000003,0.0971,2.5,2024-09-09,NITINSPIN
