quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
1.231,2.153,3.639,0.19744,0.68138003,0.2713,0.25659,0.10309,0.18902999,ZYDUSLIFE,2024-07-07
1.231,2.153,3.639,0.19744,0.68138003,0.2713,0.25659,0.10309,0.18902999,ZYDUSLIFE,2024-07-13
1.298,2.138,3.719,0.19744,0.67291,0.26895002,0.25659,0.10309,0.18902999,ZYDUSLIFE,2024-07-20
1.298,2.138,3.719,0.19744,0.67291,0.26895002,0.25659,0.10309,0.18902999,ZYDUSLIFE,2024-07-27
1.298,2.138,3.719,0.19744,0.67291,0.26895002,0.25659,0.10309,0.18902999,ZYDUSLIFE,2024-08-03
1.298,2.138,3.719,0.19744,0.67291,0.26895002,0.25659,0.10309,0.18902999,ZYDUSLIFE,2024-08-10
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-08-17
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-08-24
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-09-01
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-09-08
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-09-15
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-09-21
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-09-28
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-10-05
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-10-12
,,3.719,0.20337,0.69414,0.28171,0.3051,,,ZYDUSLIFE,2024-10-19
