earningsGrowth,revenueGrowth,symbol,Date
-0.54,-0.422,DENORA,2024-07-07
-0.54,-0.422,DENORA,2024-07-13
-0.54,-0.422,DENORA,2024-07-20
-0.54,-0.422,DENORA,2024-07-27
4.541,0.396,DENORA,2024-08-03
4.541,0.396,DENORA,2024-08-10
4.541,0.396,DENORA,2024-08-17
4.541,0.396,DENORA,2024-08-24
4.541,0.396,DENORA,2024-09-01
4.541,0.396,DENORA,2024-09-08
4.541,0.396,DENORA,2024-09-15
4.541,0.396,DENORA,2024-09-21
4.541,0.396,DENORA,2024-09-28
4.541,0.396,DENORA,2024-10-05
4.541,0.396,DENORA,2024-10-12
4.541,0.396,DENORA,2024-10-19
