dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
7.5,0.0081,0.1342,,,INDIAGLYCO
7.5,0.0076,0.1342,,,INDIAGLYCO
7.5,0.0074,0.1342,,,INDIAGLYCO
7.5,0.0064,0.1342,,,INDIAGLYCO
7.5,0.0064999997,0.1342,,,INDIAGLYCO
8.0,0.0064,0.1342,,,INDIAGLYCO
8.0,0.0066000004,0.1342,,,INDIAGLYCO
8.0,0.0062,0.1342,,,INDIAGLYCO
8.0,0.0063,0.1342,,,INDIAGLYCO
8.0,0.0058,0.1342,,,INDIAGLYCO
8.0,0.0064999997,0.1342,,,INDIAGLYCO
8.0,0.006,0.1274,,,INDIAGLYCO
8.0,0.0054,0.1274,,,INDIAGLYCO
8.0,0.0058,0.1274,,,INDIAGLYCO
