earningsGrowth,revenueGrowth,symbol,Date
-0.988,-0.342,AMDIND,2024-07-07
-0.988,-0.342,AMDIND,2024-07-13
-0.988,-0.342,AMDIND,2024-07-20
-0.988,-0.342,AMDIND,2024-07-27
-0.988,-0.342,AMDIND,2024-08-03
-0.988,-0.342,AMDIND,2024-08-10
3.78,-0.058,AMDIND,2024-08-17
3.78,-0.058,AMDIND,2024-08-24
3.78,-0.058,AMDIND,2024-09-01
3.78,-0.058,AMDIND,2024-09-08
3.78,-0.058,AMDIND,2024-09-15
3.78,-0.058,AMDIND,2024-09-21
3.78,-0.058,AMDIND,2024-09-28
3.78,-0.058,AMDIND,2024-10-05
3.78,-0.058,AMDIND,2024-10-12
3.78,-0.058,AMDIND,2024-10-19
