dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
29.75,0.060500003,0.4037,,,COALINDIA
29.75,0.059499998,0.4037,,,COALINDIA
29.75,0.061,0.4037,,,COALINDIA
29.75,0.0584,0.4037,,,COALINDIA
29.5,0.0546,0.3991,,,COALINDIA
29.5,0.0557,0.3991,,,COALINDIA
29.5,0.0585,0.3991,,,COALINDIA
29.5,0.0547,0.3991,,,COALINDIA
29.5,0.056199998,0.3991,,,COALINDIA
29.5,0.060399998,0.3991,,,COALINDIA
29.5,0.0602,0.3991,,,COALINDIA
29.5,0.0617,0.3991,,,COALINDIA
29.5,0.0572,0.3991,,,COALINDIA
29.5,0.059299998,0.3991,,,COALINDIA
29.5,0.0598,0.3991,,,COALINDIA
