priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
1.7009646,5.261614,28.902315,1.916,14.72,SCPL,2024-07-07
1.8028556,5.5952773,30.76613,2.024,15.546,SCPL,2024-07-13
1.3331852,3.9883766,22.673267,,,SCPL,2024-07-20
1.3417346,3.9063358,22.218456,1.529,11.773,SCPL,2024-07-27
1.281915,3.8440032,21.829777,1.508,11.613,SCPL,2024-08-03
1.2571917,3.7427123,21.276705,1.475,11.353,SCPL,2024-08-10
1.2287991,3.6867964,20.96976,1.488,11.458,SCPL,2024-08-17
1.2776442,3.8137534,21.691866,1.498,11.535,SCPL,2024-08-24
1.2408601,3.7266707,21.185513,1.469,11.312,SCPL,2024-09-01
1.2141509,3.6437135,20.703125,1.442,11.099,SCPL,2024-09-08
1.1895841,3.5653393,20.278936,1.416,10.898,SCPL,2024-09-15
1.1900415,3.5740473,20.328466,1.418,10.921,SCPL,2024-09-21
1.125636,3.3700912,19.158415,1.351,10.398,SCPL,2024-09-28
1.134492,3.4072158,19.379562,1.363,10.493,SCPL,2024-10-05
1.11862,3.346258,19.01302,1.343,10.337,SCPL,2024-10-12
1.1122111,3.3402998,18.979166,1.341,10.322,SCPL,2024-10-19
