dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.44,0.0084,0.0956,,,DEEPINDS
2.44,0.0077,0.0956,,,DEEPINDS
2.44,0.0082,0.0956,,,DEEPINDS
2.44,0.007900001,0.0956,,,DEEPINDS
2.44,0.0075,0.0956,,,DEEPINDS
2.44,0.0074,0.0912,,,DEEPINDS
2.44,0.0077,0.0912,,,DEEPINDS
2.44,0.0067000003,0.0912,,,DEEPINDS
2.44,0.0064999997,0.0912,,,DEEPINDS
2.44,0.0061000003,0.0912,,,DEEPINDS
2.44,0.0055,0.0912,,,DEEPINDS
2.44,0.0056,0.0912,,,DEEPINDS
2.44,0.0057,0.0912,,,DEEPINDS
2.44,0.005,0.0912,,,DEEPINDS
2.44,0.0050999997,0.0912,,,DEEPINDS
