dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.5,0.0091,0.0395,2.5,2023-08-03,SHREYANIND
2.5,0.007900001,0.0395,,,SHREYANIND
3.0,0.010299999,0.0395,,,SHREYANIND
3.0,0.0104,0.0395,,,SHREYANIND
3.0,0.010199999,0.0395,,,SHREYANIND
3.0,0.0113,0.0498,,,SHREYANIND
3.0,0.0117,0.0498,,,SHREYANIND
3.0,0.0109,0.0498,,,SHREYANIND
3.0,0.0115,0.0498,,,SHREYANIND
3.0,0.0112,0.0498,,,SHREYANIND
3.0,0.0119,0.0498,,,SHREYANIND
3.0,0.0114,0.0498,,,SHREYANIND
3.0,0.0117999995,0.0498,,,SHREYANIND
