dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.0,0.0224,0.1261,,,KTKBANK
5.0,0.0228,0.1261,5.0,2023-08-22,KTKBANK
5.0,0.0222,0.1261,5.0,2023-08-22,KTKBANK
5.0,0.0223,0.1261,5.5,2024-09-03,KTKBANK
5.5,0.0238,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0238,0.1301,,,KTKBANK
5.5,0.0242,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0256,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.024600001,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0251,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.024400001,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0239,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0234,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.024,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0241,0.1301,5.5,2024-09-03,KTKBANK
5.5,0.0242,0.1301,5.5,2024-09-03,KTKBANK
