earningsGrowth,revenueGrowth,symbol,Date
0.884,1.029,AJMERA,2024-07-07
0.884,1.029,AJMERA,2024-07-13
0.884,1.029,AJMERA,2024-07-20
0.873,1.029,AJMERA,2024-07-27
0.873,1.029,AJMERA,2024-08-03
0.873,1.029,AJMERA,2024-08-10
0.461,0.669,AJMERA,2024-08-17
0.461,0.669,AJMERA,2024-08-24
0.461,0.669,AJMERA,2024-09-01
0.461,0.669,AJMERA,2024-09-08
0.461,0.669,AJMERA,2024-09-15
0.461,0.669,AJMERA,2024-09-21
0.461,0.669,AJMERA,2024-09-28
0.461,0.669,AJMERA,2024-10-05
0.461,0.669,AJMERA,2024-10-12
0.461,0.669,AJMERA,2024-10-19
