earningsGrowth,revenueGrowth,symbol,Date
0.349,0.446,ATALREAL,2024-07-07
0.349,0.446,ATALREAL,2024-07-13
0.349,0.446,ATALREAL,2024-07-20
0.349,0.446,ATALREAL,2024-07-27
0.349,0.446,ATALREAL,2024-08-03
0.349,0.446,ATALREAL,2024-08-10
0.349,0.446,ATALREAL,2024-08-17
-0.063,-0.193,ATALREAL,2024-08-24
-0.063,-0.193,ATALREAL,2024-09-01
-0.063,-0.193,ATALREAL,2024-09-08
-0.063,-0.194,ATALREAL,2024-09-15
-0.063,-0.194,ATALREAL,2024-09-21
-0.063,-0.194,ATALREAL,2024-09-28
-0.063,-0.194,ATALREAL,2024-10-05
-0.063,-0.194,ATALREAL,2024-10-12
-0.063,-0.194,ATALREAL,2024-10-19
