earningsGrowth,revenueGrowth,symbol,Date
0.591,0.157,AIRAN,2024-07-07
0.591,0.157,AIRAN,2024-07-13
0.591,0.157,AIRAN,2024-07-20
0.591,0.157,AIRAN,2024-07-27
0.591,0.157,AIRAN,2024-08-03
0.591,0.157,AIRAN,2024-08-10
0.591,0.157,AIRAN,2024-08-17
11.429,0.096,AIRAN,2024-08-24
11.429,0.096,AIRAN,2024-09-01
11.429,0.096,AIRAN,2024-09-08
11.429,0.096,AIRAN,2024-09-15
11.429,0.096,AIRAN,2024-09-21
11.429,0.096,AIRAN,2024-09-28
11.429,0.096,AIRAN,2024-10-05
11.429,0.096,AIRAN,2024-10-12
11.429,0.096,AIRAN,2024-10-19
