earningsGrowth,revenueGrowth,symbol,Date
5.518,0.027,NARMADA,2024-07-07
5.518,0.027,NARMADA,2024-07-13
5.518,0.027,NARMADA,2024-07-20
5.518,0.027,NARMADA,2024-07-27
5.518,0.027,NARMADA,2024-08-03
5.518,0.027,NARMADA,2024-08-10
8.375,0.543,NARMADA,2024-08-17
8.375,0.543,NARMADA,2024-08-24
8.375,0.543,NARMADA,2024-09-01
8.375,0.543,NARMADA,2024-09-08
8.375,0.543,NARMADA,2024-09-15
8.375,0.543,NARMADA,2024-09-21
8.375,0.543,NARMADA,2024-09-28
8.375,0.543,NARMADA,2024-10-05
8.375,0.543,NARMADA,2024-10-12
8.375,0.543,NARMADA,2024-10-19
