dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.62,0.0083,0.201,,,MANINFRA
1.62,0.0081,0.201,0.54,2024-02-15,MANINFRA
1.62,0.0084,0.201,0.54,2024-02-15,MANINFRA
1.62,0.0076,0.201,0.54,2024-02-15,MANINFRA
1.62,0.0083,0.201,0.54,2024-02-15,MANINFRA
1.35,0.0072000003,0.1504,0.45,2024-08-19,MANINFRA
1.35,0.0073,0.1504,0.45,2024-08-19,MANINFRA
1.35,0.0068,0.1504,0.45,2024-08-19,MANINFRA
1.35,0.0069999998,0.1504,0.45,2024-08-19,MANINFRA
1.35,0.0070999996,0.1504,0.45,2024-08-19,MANINFRA
1.35,0.0069999998,0.1504,0.45,2024-08-19,MANINFRA
