dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.77,0.0124,0.7564,1.15,2024-02-21,SJVN
1.77,0.0117999995,0.7564,,,SJVN
1.77,0.0126,0.7564,,,SJVN
1.77,0.012,0.7564,,,SJVN
1.77,0.0119,0.7564,,,SJVN
1.77,0.0127,0.7564,,,SJVN
1.77,0.0125,0.6914,,,SJVN
1.77,0.013200001,0.6914,,,SJVN
1.8,0.0135,0.6903,,,SJVN
1.8,0.0138,0.6903,,,SJVN
1.8,0.0139999995,0.6903,,,SJVN
1.8,0.0134000005,0.6903,,,SJVN
1.8,0.014199999,0.6903,,,SJVN
1.8,0.015,0.6903,,,SJVN
1.8,0.0150999995,0.6903,,,SJVN
