dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
42.0,0.0165,0.9145,,,HINDUNILVR
42.0,0.016,0.9145,,,HINDUNILVR
42.0,0.0154,0.9145,,,HINDUNILVR
42.0,0.0155,0.955,,,HINDUNILVR
42.0,0.0156,0.955,,,HINDUNILVR
42.0,0.0153,0.955,,,HINDUNILVR
42.0,0.0154,0.955,,,HINDUNILVR
42.0,0.0149,0.955,,,HINDUNILVR
42.0,0.0150999995,0.955,,,HINDUNILVR
42.0,0.0148,0.955,,,HINDUNILVR
42.0,0.0143,0.955,,,HINDUNILVR
42.0,0.014400001,0.955,,,HINDUNILVR
42.0,0.014199999,0.955,,,HINDUNILVR
42.0,0.0147,0.955,,,HINDUNILVR
