dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.0,0.0077,0.0704,,,MAHSEAMLES
5.0,0.0078,0.0704,5.0,2023-08-14,MAHSEAMLES
5.0,0.0077,0.0704,5.0,2023-08-14,MAHSEAMLES
10.0,0.0156,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.0156,0.0767,,,MAHSEAMLES
10.0,0.0173,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.0153,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.0149,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.015,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.015700001,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.015800001,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.0162,0.0767,10.0,2024-08-14,MAHSEAMLES
10.0,0.0165,0.0767,10.0,2024-08-14,MAHSEAMLES
