dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.3,0.0053,0.2633,,,JINDALPOLY
4.3,0.0055,0.2633,,,JINDALPOLY
4.3,0.0056,0.2633,,,JINDALPOLY
4.3,0.0054,0.2633,,,JINDALPOLY
4.3,0.0052,0.2633,,,JINDALPOLY
4.3,0.0057,0.1329,,,JINDALPOLY
4.3,0.0046,0.1329,,,JINDALPOLY
4.3,0.0054,0.1329,,,JINDALPOLY
5.5,0.0068,0.1329,,,JINDALPOLY
5.5,0.0072000003,0.1329,,,JINDALPOLY
5.5,0.0077,0.1329,,,JINDALPOLY
5.5,0.0074,0.1329,,,JINDALPOLY
5.5,0.0067000003,0.1329,,,JINDALPOLY
5.5,0.0069,0.1329,,,JINDALPOLY
