dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.0,0.0119,0.1452,,,MUKANDLTD
2.0,0.0124,0.1452,2.0,2023-07-28,MUKANDLTD
2.0,0.0116,0.28129998,2.0,2024-07-26,MUKANDLTD
2.0,0.0117999995,0.28129998,2.0,2024-07-26,MUKANDLTD
2.0,0.011,0.28129998,2.0,2024-07-26,MUKANDLTD
2.0,0.0112,0.28129998,2.0,2024-07-26,MUKANDLTD
2.0,0.0112,0.28129998,,,MUKANDLTD
2.0,0.012200001,0.3008,2.0,2024-07-26,MUKANDLTD
2.0,0.013200001,0.3008,2.0,2024-07-26,MUKANDLTD
2.0,0.0124,0.3008,2.0,2024-07-26,MUKANDLTD
2.0,0.0128999995,0.3008,2.0,2024-07-26,MUKANDLTD
2.0,0.0126,0.3008,2.0,2024-07-26,MUKANDLTD
2.0,0.0121,0.3008,2.0,2024-07-26,MUKANDLTD
2.0,0.0127,0.3008,,,MUKANDLTD
2.0,0.012999999,0.3008,,,MUKANDLTD
