dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
6.0,0.0064,0.188,,,EIHAHOTELS
6.0,0.0068,0.188,,,EIHAHOTELS
6.0,0.0064999997,0.188,,,EIHAHOTELS
6.0,0.0068,0.19700001,,,EIHAHOTELS
6.0,0.0139999995,0.19700001,,,EIHAHOTELS
6.0,0.0148,0.19700001,,,EIHAHOTELS
6.0,0.015,0.19700001,,,EIHAHOTELS
6.0,0.0146,0.19700001,,,EIHAHOTELS
6.0,0.0143,0.19700001,,,EIHAHOTELS
6.0,0.0153,0.19700001,,,EIHAHOTELS
6.0,0.0150999995,0.19700001,,,EIHAHOTELS
6.0,0.015700001,0.19700001,,,EIHAHOTELS
