earningsGrowth,revenueGrowth,symbol,Date
0.144,-0.134,GODREJPROP,2024-07-07
0.144,-0.134,GODREJPROP,2024-07-13
0.144,-0.134,GODREJPROP,2024-07-20
0.144,-0.134,GODREJPROP,2024-07-27
3.074,-0.211,GODREJPROP,2024-08-03
3.074,-0.211,GODREJPROP,2024-08-10
3.074,-0.211,GODREJPROP,2024-08-17
3.074,-0.211,GODREJPROP,2024-08-24
3.074,-0.211,GODREJPROP,2024-09-01
3.074,-0.211,GODREJPROP,2024-09-08
3.074,-0.211,GODREJPROP,2024-09-15
3.074,-0.211,GODREJPROP,2024-09-21
3.074,-0.211,GODREJPROP,2024-09-28
3.074,-0.211,GODREJPROP,2024-10-05
3.074,-0.211,GODREJPROP,2024-10-12
3.074,-0.211,GODREJPROP,2024-10-19
