earningsGrowth,revenueGrowth,symbol,Date
,1.01,NILAINFRA,2024-07-07
,1.01,NILAINFRA,2024-07-13
,1.01,NILAINFRA,2024-07-20
,1.01,NILAINFRA,2024-07-27
,1.01,NILAINFRA,2024-08-03
,1.01,NILAINFRA,2024-08-10
20.667,0.691,NILAINFRA,2024-08-17
20.667,0.691,NILAINFRA,2024-08-24
20.667,0.691,NILAINFRA,2024-09-01
20.667,0.691,NILAINFRA,2024-09-08
20.667,0.691,NILAINFRA,2024-09-15
20.667,0.691,NILAINFRA,2024-09-21
20.667,0.691,NILAINFRA,2024-09-28
20.667,0.691,NILAINFRA,2024-10-05
20.667,0.691,NILAINFRA,2024-10-12
20.667,0.691,NILAINFRA,2024-10-19
