dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.0,0.0032,0.038900003,,,KRBL
1.0,0.0031,0.038900003,,,KRBL
1.0,0.0033000002,0.038900003,1.0,2023-08-25,KRBL
1.0,0.0033000002,0.038900003,,,KRBL
1.0,0.0034,0.047199998,,,KRBL
1.0,0.0034999999,0.047199998,,,KRBL
4.0,0.0134000005,0.047199998,,,KRBL
4.0,0.013099999,0.047199998,,,KRBL
4.0,0.013300001,0.047199998,,,KRBL
4.0,0.013300001,0.047199998,4.0,2024-09-06,KRBL
4.0,0.0136,0.047199998,,,KRBL
4.0,0.0139,0.047199998,,,KRBL
4.0,0.0135,0.047199998,,,KRBL
