earningsGrowth,revenueGrowth,symbol,Date
0.104,0.078,BHARTIHEXA,2024-07-07
0.104,0.078,BHARTIHEXA,2024-07-13
0.104,0.078,BHARTIHEXA,2024-07-20
0.104,0.078,BHARTIHEXA,2024-07-27
0.104,0.078,BHARTIHEXA,2024-08-03
1.02,0.136,BHARTIHEXA,2024-08-10
1.02,0.136,BHARTIHEXA,2024-08-17
1.02,0.136,BHARTIHEXA,2024-08-24
1.02,0.136,BHARTIHEXA,2024-09-01
1.02,0.136,BHARTIHEXA,2024-09-08
1.02,0.136,BHARTIHEXA,2024-09-15
1.02,0.136,BHARTIHEXA,2024-09-21
1.02,0.136,BHARTIHEXA,2024-09-28
1.02,0.136,BHARTIHEXA,2024-10-05
1.02,0.136,BHARTIHEXA,2024-10-12
1.02,0.136,BHARTIHEXA,2024-10-19
