priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
1.8355273,7.153938,39.966663,1.857,26.775,MKPL,2024-07-07
1.7760228,6.9451075,38.8,1.805,26.027,MKPL,2024-07-13
1.7043105,6.5692124,36.7,1.712,24.682,MKPL,2024-07-20
1.7638164,6.897375,38.533333,1.793,25.857,MKPL,2024-07-27
1.8401077,7.147971,39.93333,1.856,26.753,MKPL,2024-08-03
1.6997347,6.628878,37.03333,1.727,24.896,MKPL,2024-08-10
1.6173385,6.3066826,,1.71,24.661,MKPL,2024-08-17
1.7879924,6.4558473,,1.776,24.036,MKPL,2024-08-24
1.728502,6.1217184,,1.689,22.854,MKPL,2024-09-01
1.685538,6.085919,,1.68,22.727,MKPL,2024-09-08
1.7499862,6.3126493,,1.739,23.529,MKPL,2024-09-15
1.5434679,5.566826,,1.544,20.89,MKPL,2024-09-21
1.5021117,5.3997617,,1.5,20.299,MKPL,2024-09-28
1.5054169,5.4355607,,1.51,20.425,MKPL,2024-10-05
1.5120273,5.4116945,,1.503,20.341,MKPL,2024-10-12
1.5037305,5.375895,,1.494,20.214,MKPL,2024-10-19
