earningsGrowth,revenueGrowth,symbol,Date
-0.496,0.581,GHCL,2024-07-07
-0.496,0.581,GHCL,2024-07-13
-0.496,0.581,GHCL,2024-07-20
-0.496,0.581,GHCL,2024-07-27
-0.496,0.581,GHCL,2024-08-03
-0.647,-0.183,GHCL,2024-08-10
-0.647,-0.183,GHCL,2024-08-17
-0.647,-0.183,GHCL,2024-08-24
-0.647,-0.183,GHCL,2024-09-01
-0.647,-0.183,GHCL,2024-09-08
-0.647,-0.183,GHCL,2024-09-15
-0.647,-0.183,GHCL,2024-09-21
-0.647,-0.183,GHCL,2024-09-28
-0.647,-0.183,GHCL,2024-10-05
-0.647,-0.183,GHCL,2024-10-12
-0.647,-0.183,GHCL,2024-10-19
