dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.02,0.0064999997,0.0694,,,AKSHAR
0.02,0.0067000003,0.0694,,,AKSHAR
0.02,0.0076,0.0694,,,AKSHAR
0.02,0.0069,0.0694,,,AKSHAR
0.02,0.0078,0.0758,,,AKSHAR
0.02,0.0085,0.0758,,,AKSHAR
0.01,0.0069,0.0759,,,AKSHAR
0.01,0.0054,0.0759,,,AKSHAR
0.01,0.0062,0.0759,,,AKSHAR
0.01,0.0064999997,0.0759,,,AKSHAR
0.01,0.0067000003,0.0759,,,AKSHAR
0.01,0.0066000004,0.0759,,,AKSHAR
0.01,0.0069999998,0.0759,,,AKSHAR
0.01,0.0073,0.0759,,,AKSHAR
0.01,0.0095999995,0.0759,,,AKSHAR
