dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.1,0.0148,0.20639999,,,NRBBEARING
5.1,0.0150999995,0.20639999,1.0,2023-09-22,NRBBEARING
5.1,0.0162,0.20639999,1.0,2023-09-22,NRBBEARING
5.1,0.0155,0.20639999,1.0,2023-09-22,NRBBEARING
5.1,0.0156,0.20639999,1.0,2023-09-22,NRBBEARING
5.1,0.0171,0.0394,1.0,2023-09-22,NRBBEARING
5.1,0.0163,0.0394,1.0,2023-09-22,NRBBEARING
5.1,0.015800001,0.0394,1.0,2023-09-22,NRBBEARING
5.1,0.016,0.0394,1.0,2023-09-22,NRBBEARING
5.1,0.0162,0.0394,1.0,2023-09-22,NRBBEARING
3.5,0.0123000005,0.0394,2.5,2024-10-16,NRBBEARING
3.5,0.0127,0.0394,2.5,2024-10-16,NRBBEARING
