dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
8.0,0.0198,0.248,3.0,2023-11-17,PANAMAPET
8.0,0.0196,0.248,3.0,2023-11-17,PANAMAPET
8.0,0.020299999,0.248,3.0,2023-11-17,PANAMAPET
7.0,0.0165,0.248,4.0,2024-08-22,PANAMAPET
7.0,0.0165,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0173,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0179,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0166,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0168,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.017,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0175,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0178,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0177,0.24270001,4.0,2024-08-22,PANAMAPET
7.0,0.0179,0.24270001,4.0,2024-08-22,PANAMAPET
