dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.85,0.0121,0.8642,,,NACLIND
0.85,0.012999999,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0128,0.8642,0.25,2023-09-08,NACLIND
0.85,0.012,0.8642,0.25,2023-09-08,NACLIND
0.85,0.012,0.8642,,,NACLIND
0.85,0.0127,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0127,0.8642,,,NACLIND
0.85,0.0134000005,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0139,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0149,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0154,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0148,0.8642,0.25,2023-09-08,NACLIND
0.85,0.0148,0.8642,,,NACLIND
