dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.25,0.0309,0.5172,,,MENONBE
4.25,0.0311,0.5172,,,MENONBE
2.0,0.0152,0.5172,,,MENONBE
2.0,0.0155,0.5409,,,MENONBE
2.0,0.015,0.5409,2.0,2024-07-26,MENONBE
2.0,0.015,0.5409,,,MENONBE
2.0,0.0156,0.5409,,,MENONBE
2.0,0.0162,0.5409,2.0,2024-07-26,MENONBE
2.0,0.0154,0.5409,,,MENONBE
2.0,0.0163,0.5409,,,MENONBE
2.0,0.0162,0.5409,,,MENONBE
2.0,0.0153,0.5409,2.0,2024-07-26,MENONBE
2.0,0.0152,0.5409,,,MENONBE
2.0,0.0153,0.5409,,,MENONBE
2.0,0.016,0.5409,,,MENONBE
2.0,0.0161,0.5409,,,MENONBE
