dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
6.0,0.0047999998,0.050100002,,,MAITHANALL
6.0,0.0049,0.050100002,6.0,2024-09-19,MAITHANALL
6.0,0.0050999997,0.050100002,6.0,2024-09-19,MAITHANALL
6.0,0.0052,0.050100002,6.0,2024-09-19,MAITHANALL
6.0,0.0056,0.050100002,6.0,2024-09-19,MAITHANALL
6.0,0.0056,0.050100002,,,MAITHANALL
6.0,0.0058999998,0.050100002,6.0,2024-09-20,MAITHANALL
6.0,0.006,0.050100002,6.0,2024-09-20,MAITHANALL
6.0,0.0054,0.0234,6.0,2024-09-20,MAITHANALL
6.0,0.0052,0.0234,6.0,2024-09-20,MAITHANALL
6.0,0.0055,0.0234,6.0,2024-09-20,MAITHANALL
6.0,0.0053,0.0234,6.0,2024-09-20,MAITHANALL
6.0,0.0056,0.0234,6.0,2024-09-20,MAITHANALL
