dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
40.0,0.0097,0.4994,,,CUMMINSIND
40.0,0.0101,0.4994,,,CUMMINSIND
40.0,0.0112,0.4994,,,CUMMINSIND
40.0,0.0111,0.4994,,,CUMMINSIND
40.0,0.0108,0.4994,,,CUMMINSIND
40.0,0.0114,0.4994,,,CUMMINSIND
40.0,0.0108,0.4697,,,CUMMINSIND
40.0,0.0107,0.4697,,,CUMMINSIND
40.0,0.0105,0.4697,,,CUMMINSIND
40.0,0.0106,0.4697,,,CUMMINSIND
40.0,0.010299999,0.4697,,,CUMMINSIND
40.0,0.011,0.4697,,,CUMMINSIND
40.0,0.0111,0.4697,,,CUMMINSIND
