dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
6.0,0.0038,0.1076,,,COROMANDEL
6.0,0.0037,0.1076,,,COROMANDEL
6.0,0.0034999999,0.12109999,,,COROMANDEL
6.0,0.0036000002,0.12109999,,,COROMANDEL
6.0,0.0034,0.12109999,,,COROMANDEL
6.0,0.0037,0.12109999,,,COROMANDEL
6.0,0.0038,0.12109999,,,COROMANDEL
