priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
32.394695,,,110.102,-194.843,YAARI,2024-07-07
31.298164,,,108.99,-192.876,YAARI,2024-07-13
30.796892,,,108.483,-191.978,YAARI,2024-07-20
28.133894,,,105.625,-186.921,YAARI,2024-07-27
33.773193,,,111.498,-197.315,YAARI,2024-08-03
28.651339,,,100.19,-397.265,YAARI,2024-08-10
28.4198,,,100.132,-397.033,YAARI,2024-08-17
30.850822,,,102.527,-406.532,YAARI,2024-08-24
39.069992,,,110.824,-439.431,YAARI,2024-09-01
36.812614,,,108.545,-430.395,YAARI,2024-09-08
37.275665,,,109.013,-432.249,YAARI,2024-09-15
34.497356,,,106.208,-421.128,YAARI,2024-09-21
32.355743,,,104.046,-412.556,YAARI,2024-09-28
33.252903,,,104.952,-416.147,YAARI,2024-10-05
37.188847,,,108.925,-431.901,YAARI,2024-10-12
40.89326,,,112.168,-444.76,YAARI,2024-10-19
