dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.0,0.0191,0.1271,,,MANAPPURAM
4.0,0.0188,0.1271,1.0,2024-06-05,MANAPPURAM
4.0,0.0185,0.1271,1.0,2024-06-05,MANAPPURAM
4.0,0.0191,0.1271,1.0,2024-06-05,MANAPPURAM
4.0,0.0195,0.1271,1.0,2024-06-05,MANAPPURAM
4.0,0.0199,0.13319999,1.0,2024-08-26,MANAPPURAM
4.0,0.0186,0.13319999,1.0,2024-08-26,MANAPPURAM
4.0,0.0185,0.13319999,1.0,2024-08-26,MANAPPURAM
4.0,0.0195,0.13319999,1.0,2024-08-26,MANAPPURAM
4.0,0.0189,0.13319999,1.0,2024-08-26,MANAPPURAM
4.0,0.019299999,0.13319999,1.0,2024-08-26,MANAPPURAM
4.0,0.0197,0.1337,1.0,2024-08-26,MANAPPURAM
4.0,0.0211,0.1337,1.0,2024-08-26,MANAPPURAM
4.0,0.0215,0.1337,1.0,2024-08-26,MANAPPURAM
4.0,0.0226,0.1337,1.0,2024-08-26,MANAPPURAM
