dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.0,0.0073,0.38950002,4.0,2024-02-21,SAREGAMA
4.0,0.0077,0.38950002,,,SAREGAMA
4.0,0.0076,0.38950002,,,SAREGAMA
4.0,0.0073,0.38950002,,,SAREGAMA
4.0,0.0077,0.4028,,,SAREGAMA
4.0,0.0083,0.4028,,,SAREGAMA
4.0,0.0081,0.4028,,,SAREGAMA
4.0,0.0076,0.4028,,,SAREGAMA
4.0,0.007900001,0.4028,,,SAREGAMA
4.0,0.0078,0.4028,,,SAREGAMA
4.0,0.0070999996,0.4028,,,SAREGAMA
4.0,0.0066000004,0.4028,,,SAREGAMA
4.0,0.0068,0.4028,,,SAREGAMA
4.0,0.0073,0.4028,,,SAREGAMA
