dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
10.0,0.0127,0.5077,,,GODREJAGRO
10.0,0.0121,0.5077,,,GODREJAGRO
10.0,0.0124,0.5077,,,GODREJAGRO
10.0,0.012,0.5077,,,GODREJAGRO
10.0,0.0117,0.5077,,,GODREJAGRO
10.0,0.012,0.4689,,,GODREJAGRO
10.0,0.0126,0.4689,,,GODREJAGRO
10.0,0.0125,0.4689,,,GODREJAGRO
10.0,0.0128,0.4689,,,GODREJAGRO
10.0,0.0124,0.4689,,,GODREJAGRO
10.0,0.0128999995,0.4689,,,GODREJAGRO
10.0,0.0135,0.4689,,,GODREJAGRO
10.0,0.013300001,0.4689,,,GODREJAGRO
