earningsGrowth,revenueGrowth,symbol,Date
-0.382,0.299,SUNDARMFIN,2024-07-07
-0.382,0.299,SUNDARMFIN,2024-07-13
-0.382,0.299,SUNDARMFIN,2024-07-20
-0.395,0.402,SUNDARMFIN,2024-07-27
-0.395,0.402,SUNDARMFIN,2024-08-03
0.159,0.175,SUNDARMFIN,2024-08-10
0.159,0.175,SUNDARMFIN,2024-08-17
0.159,0.175,SUNDARMFIN,2024-08-24
0.159,0.175,SUNDARMFIN,2024-09-01
0.159,0.175,SUNDARMFIN,2024-09-08
0.159,0.175,SUNDARMFIN,2024-09-15
0.159,0.175,SUNDARMFIN,2024-09-21
0.159,0.175,SUNDARMFIN,2024-09-28
0.159,0.175,SUNDARMFIN,2024-10-05
0.159,0.175,SUNDARMFIN,2024-10-12
0.159,0.175,SUNDARMFIN,2024-10-19
