earningsGrowth,revenueGrowth,symbol,Date
,0.646,SPMLINFRA,2024-07-07
,0.646,SPMLINFRA,2024-07-13
,0.646,SPMLINFRA,2024-07-20
,0.646,SPMLINFRA,2024-07-27
,0.646,SPMLINFRA,2024-08-03
,0.646,SPMLINFRA,2024-08-10
23.556,-0.412,SPMLINFRA,2024-08-17
23.556,-0.412,SPMLINFRA,2024-08-24
23.556,-0.412,SPMLINFRA,2024-09-01
23.556,-0.404,SPMLINFRA,2024-09-08
23.556,-0.404,SPMLINFRA,2024-09-15
23.556,-0.404,SPMLINFRA,2024-09-21
23.556,-0.404,SPMLINFRA,2024-09-28
23.556,-0.404,SPMLINFRA,2024-10-05
23.556,-0.404,SPMLINFRA,2024-10-12
23.556,-0.404,SPMLINFRA,2024-10-19
