dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
3.22,0.0273,0.1425,,,CANBK
3.22,0.0286,0.1425,,,CANBK
3.22,0.028499998,0.1425,,,CANBK
3.22,0.028299998,0.1872,,,CANBK
3.22,0.0291,0.1872,,,CANBK
3.22,0.0305,0.1872,,,CANBK
3.22,0.0287,0.1872,,,CANBK
3.22,0.028900001,0.1872,,,CANBK
3.22,0.0311,0.1872,,,CANBK
3.22,0.030299999,0.1872,,,CANBK
3.22,0.0308,0.1872,,,CANBK
3.22,0.028499998,0.1872,,,CANBK
3.22,0.0299,0.1872,,,CANBK
3.22,0.0309,0.1872,,,CANBK
3.22,0.031400003,0.1872,,,CANBK
