dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.5,0.034,,,,21STCENMGM
2.5,0.0308,,2.5,2024-07-26,21STCENMGM
2.5,0.033,,2.5,2024-07-26,21STCENMGM
2.5,0.0322,,2.5,2024-07-26,21STCENMGM
2.5,0.029000001,,2.5,2024-07-26,21STCENMGM
2.5,0.029000001,,,,21STCENMGM
2.5,0.026199998,,2.5,2024-07-26,21STCENMGM
2.5,0.0257,,2.5,2024-07-26,21STCENMGM
2.5,0.0229,,2.5,2024-07-26,21STCENMGM
2.5,0.0207,,2.5,2024-07-26,21STCENMGM
2.5,0.0188,,2.5,2024-07-26,21STCENMGM
2.5,0.019,,2.5,2024-07-26,21STCENMGM
2.5,0.020299999,,2.5,2024-07-26,21STCENMGM
2.5,0.0248,,2.5,2024-07-26,21STCENMGM
2.5,0.0234,,2.5,2024-07-26,21STCENMGM
2.5,0.0216,,2.5,2024-07-26,21STCENMGM
