dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.0,0.022,0.5195,,,MUNJALAU
2.0,0.0224,0.5195,2.0,2024-09-19,MUNJALAU
2.0,0.0235,0.5195,2.0,2024-09-19,MUNJALAU
2.0,0.0184,0.5195,2.0,2024-09-19,MUNJALAU
2.0,0.0184,0.5195,,,MUNJALAU
2.0,0.0197,0.5195,2.0,2024-09-19,MUNJALAU
2.0,0.0201,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0186,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0188,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0153,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0150999995,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0165,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0168,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0161,0.4963,2.0,2024-09-19,MUNJALAU
2.0,0.0154,0.4963,,,MUNJALAU
2.0,0.0146,0.4963,2.0,2024-09-19,MUNJALAU
