earningsGrowth,revenueGrowth,symbol,Date
1.263,0.071,METROBRAND,2024-07-07
1.263,0.071,METROBRAND,2024-07-13
1.263,0.071,METROBRAND,2024-07-20
1.263,0.071,METROBRAND,2024-07-27
1.263,0.071,METROBRAND,2024-08-03
1.263,0.071,METROBRAND,2024-08-10
-0.012,-0.011,METROBRAND,2024-08-17
-0.012,-0.011,METROBRAND,2024-08-24
-0.012,-0.011,METROBRAND,2024-09-01
-0.012,-0.011,METROBRAND,2024-09-08
-0.012,-0.011,METROBRAND,2024-09-15
-0.012,-0.011,METROBRAND,2024-09-21
-0.012,-0.011,METROBRAND,2024-09-28
-0.012,-0.011,METROBRAND,2024-10-05
-0.012,-0.011,METROBRAND,2024-10-12
-0.012,-0.011,METROBRAND,2024-10-19
