dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
27.0,0.028499998,0.14649999,,,CHENNPETRO
55.0,0.0523,0.14649999,,,CHENNPETRO
55.0,0.0531,0.14649999,,,CHENNPETRO
55.0,0.0542,0.14649999,,,CHENNPETRO
55.0,0.054899998,0.1579,,,CHENNPETRO
55.0,0.060300004,0.1579,,,CHENNPETRO
55.0,0.056999996,0.1579,,,CHENNPETRO
55.0,0.0541,0.1579,,,CHENNPETRO
55.0,0.056399997,0.1579,,,CHENNPETRO
55.0,0.0598,0.1579,,,CHENNPETRO
55.0,0.0624,0.1579,,,CHENNPETRO
55.0,0.0625,0.1579,,,CHENNPETRO
55.0,0.059699997,0.1579,,,CHENNPETRO
55.0,0.0583,0.1579,,,CHENNPETRO
55.0,0.060500003,0.1579,,,CHENNPETRO
