earningsGrowth,revenueGrowth,symbol,Date
0.658,0.111,SUBROS,2024-07-07
0.658,0.111,SUBROS,2024-07-13
0.658,0.111,SUBROS,2024-07-20
0.658,0.111,SUBROS,2024-07-27
0.658,0.111,SUBROS,2024-08-03
0.658,0.111,SUBROS,2024-08-10
1.577,0.168,SUBROS,2024-08-17
1.577,0.168,SUBROS,2024-08-24
1.577,0.168,SUBROS,2024-09-01
1.577,0.168,SUBROS,2024-09-08
1.577,0.168,SUBROS,2024-09-15
1.577,0.168,SUBROS,2024-09-21
1.577,0.168,SUBROS,2024-09-28
1.577,0.168,SUBROS,2024-10-05
1.577,0.168,SUBROS,2024-10-12
1.577,0.168,SUBROS,2024-10-19
