earningsGrowth,revenueGrowth,symbol,Date
,0.037,JUBLPHARMA,2024-07-07
,0.037,JUBLPHARMA,2024-07-13
,0.037,JUBLPHARMA,2024-07-20
74.875,0.091,JUBLPHARMA,2024-07-27
74.875,0.091,JUBLPHARMA,2024-08-03
74.875,0.091,JUBLPHARMA,2024-08-10
74.875,0.091,JUBLPHARMA,2024-08-17
74.875,0.091,JUBLPHARMA,2024-08-24
74.875,0.091,JUBLPHARMA,2024-09-01
74.875,0.091,JUBLPHARMA,2024-09-08
74.875,0.091,JUBLPHARMA,2024-09-15
74.875,0.091,JUBLPHARMA,2024-09-21
74.875,0.091,JUBLPHARMA,2024-09-28
74.875,0.091,JUBLPHARMA,2024-10-05
74.875,0.091,JUBLPHARMA,2024-10-12
74.875,0.091,JUBLPHARMA,2024-10-19
