quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
0.502,0.975,45.323,0.03739,0.33633,0.097720005,0.08158,0.056539997,0.115059994,SOMANYCERA,2024-07-07
0.502,0.975,45.323,0.03739,0.33633,0.097720005,0.08158,0.056539997,0.115059994,SOMANYCERA,2024-07-13
0.502,0.975,45.323,0.03739,0.33633,0.097720005,0.08158,0.056539997,0.115059994,SOMANYCERA,2024-07-20
0.512,0.975,45.322,0.03739,0.53292,0.09474,0.08312,0.056900002,0.115059994,SOMANYCERA,2024-07-27
0.512,0.975,45.322,0.03739,0.53292,0.09474,0.08312,0.056900002,0.115059994,SOMANYCERA,2024-08-03
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-08-10
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-08-17
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-08-24
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-09-01
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-09-08
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-09-15
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-09-21
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-09-28
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-10-05
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-10-12
,,45.322,0.03662,0.53868,0.0939,0.05149,,,SOMANYCERA,2024-10-19
