dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.75,0.014199999,0.22399999,0.75,2024-04-12,SHK
2.75,0.0138,0.22399999,,,SHK
2.75,0.0145000005,0.22399999,,,SHK
2.75,0.0139999995,0.22399999,,,SHK
2.75,0.0146,0.22399999,,,SHK
2.75,0.014400001,0.22399999,,,SHK
2.75,0.0128,3.4757001,,,SHK
2.75,0.0117,3.4757001,,,SHK
2.75,0.0111,3.4757001,,,SHK
2.75,0.0112,3.4757001,,,SHK
2.75,0.0101,3.4757001,,,SHK
2.75,0.0105,3.4757001,,,SHK
2.75,0.0092,3.4757001,,,SHK
2.75,0.0091,3.4757001,,,SHK
2.75,0.0084,3.4757001,,,SHK
2.75,0.0085,3.4757001,,,SHK
