dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.0,0.0049,0.3448,,,ELIN
1.0,0.0047999998,0.3448,,,ELIN
1.0,0.0054,0.3448,,,ELIN
1.0,0.0050999997,0.3448,,,ELIN
1.0,0.0046,0.2985,,,ELIN
1.0,0.0047999998,0.2985,,,ELIN
1.0,0.0042,0.2985,,,ELIN
1.0,0.004,0.2985,,,ELIN
1.0,0.0038,0.2985,,,ELIN
1.0,0.0041,0.2985,,,ELIN
