dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.0,0.0085,0.1761,,,NIITLTD
1.0,0.0086,0.1761,0.5,2023-11-10,NIITLTD
1.0,0.0091,0.1761,0.5,2023-11-10,NIITLTD
1.0,0.0083,0.1761,0.5,2023-11-10,NIITLTD
1.0,0.008,0.1761,0.5,2023-11-10,NIITLTD
1.0,0.0086,0.1543,0.5,2023-11-10,NIITLTD
1.0,0.0092,0.1543,0.5,2023-11-10,NIITLTD
1.5,0.0117,0.1543,0.75,2024-09-05,NIITLTD
1.5,0.0089,0.1543,0.75,2024-09-05,NIITLTD
1.5,0.008,0.1543,0.75,2024-09-05,NIITLTD
1.5,0.0083,0.1543,0.75,2024-09-05,NIITLTD
1.5,0.0087,0.1543,0.75,2024-09-05,NIITLTD
1.5,0.0092,0.1543,0.75,2024-09-05,NIITLTD
1.5,0.009,0.1543,0.75,2024-09-05,NIITLTD
