dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.6,0.0139999995,0.4352,,,HUDCO
4.6,0.0138,0.4352,,,HUDCO
4.6,0.0145000005,0.4352,,,HUDCO
4.6,0.0146,0.4352,,,HUDCO
4.6,0.015,0.4352,,,HUDCO
4.6,0.015700001,0.4352,,,HUDCO
4.6,0.016,0.4133,,,HUDCO
4.6,0.0162,0.4133,,,HUDCO
4.6,0.0164,0.4133,,,HUDCO
4.15,0.0163,0.4133,,,HUDCO
4.15,0.0164,0.4133,,,HUDCO
4.15,0.018,0.4133,,,HUDCO
4.15,0.0174,0.4133,,,HUDCO
4.15,0.0185,0.4133,,,HUDCO
4.15,0.0186,0.4133,,,HUDCO
4.15,0.019299999,0.4133,,,HUDCO
