dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
55.0,0.0209,0.611,,,MPHASIS
55.0,0.0215,0.611,55.0,2024-07-10,MPHASIS
55.0,0.0191,0.611,55.0,2024-07-10,MPHASIS
55.0,0.0182,,55.0,2024-07-10,MPHASIS
55.0,0.0182,,,,MPHASIS
55.0,0.0198,,55.0,2024-07-10,MPHASIS
55.0,0.0198,,,,MPHASIS
55.0,0.0202,,55.0,2024-07-10,MPHASIS
55.0,0.0183,,55.0,2024-07-10,MPHASIS
55.0,0.0177,,55.0,2024-07-10,MPHASIS
55.0,0.018,,55.0,2024-07-10,MPHASIS
55.0,0.0175,,55.0,2024-07-10,MPHASIS
55.0,0.0185,,55.0,2024-07-10,MPHASIS
55.0,0.0178,,55.0,2024-07-10,MPHASIS
55.0,0.019299999,,55.0,2024-07-10,MPHASIS
55.0,0.0191,,,,MPHASIS
55.0,0.0179,0.65680003,,,MPHASIS
