earningsGrowth,revenueGrowth,symbol,Date
1.841,0.516,CUPID,2024-07-07
1.841,0.516,CUPID,2024-07-13
1.841,0.516,CUPID,2024-07-20
1.841,0.516,CUPID,2024-07-27
1.841,0.516,CUPID,2024-08-03
2.727,0.307,CUPID,2024-08-10
2.727,0.162,CUPID,2024-08-17
2.727,0.162,CUPID,2024-08-24
2.727,0.162,CUPID,2024-09-01
2.727,0.162,CUPID,2024-09-08
2.727,0.162,CUPID,2024-09-15
2.727,0.162,CUPID,2024-09-21
2.727,0.162,CUPID,2024-09-28
2.727,0.162,CUPID,2024-10-05
2.727,0.162,CUPID,2024-10-12
2.727,0.162,CUPID,2024-10-19
