dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
174.0,0.0736,0.9546,,,STYRENIX
174.0,0.074499995,0.9546,,,STYRENIX
174.0,0.0705,0.8187,,,STYRENIX
174.0,0.0648,0.8187,,,STYRENIX
174.0,0.065,0.8187,,,STYRENIX
98.0,0.0372,0.8187,,,STYRENIX
98.0,0.039300002,0.8187,,,STYRENIX
98.0,0.0354,0.8187,,,STYRENIX
98.0,0.037100002,0.8187,,,STYRENIX
98.0,0.0375,0.8187,,,STYRENIX
98.0,0.04,0.8187,,,STYRENIX
98.0,0.042,0.8187,,,STYRENIX
98.0,0.040799998,0.8187,,,STYRENIX
98.0,0.0398,0.8187,,,STYRENIX
98.0,0.0385,0.8187,,,STYRENIX
98.0,0.038599998,0.8187,,,STYRENIX
