earningsGrowth,revenueGrowth,symbol,Date
,21.404,ORIENTALTL,2024-07-07
,21.404,ORIENTALTL,2024-07-13
,21.404,ORIENTALTL,2024-07-20
,21.404,ORIENTALTL,2024-07-27
,21.404,ORIENTALTL,2024-08-03
,21.404,ORIENTALTL,2024-08-10
10.0,0.691,ORIENTALTL,2024-08-17
10.0,0.691,ORIENTALTL,2024-08-24
10.0,0.691,ORIENTALTL,2024-09-01
10.0,0.691,ORIENTALTL,2024-09-08
10.0,0.691,ORIENTALTL,2024-09-15
10.0,0.691,ORIENTALTL,2024-09-21
10.0,0.691,ORIENTALTL,2024-09-28
10.0,0.691,ORIENTALTL,2024-10-05
10.0,0.691,ORIENTALTL,2024-10-12
10.0,0.691,ORIENTALTL,2024-10-19
