dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
115.0,0.0207,0.5881,,,HEROMOTOCO
115.0,0.0212,0.5881,,,HEROMOTOCO
115.0,0.021300001,0.5881,,,HEROMOTOCO
115.0,0.021,0.5881,,,HEROMOTOCO
115.0,0.0218,0.5881,,,HEROMOTOCO
115.0,0.0221,0.5881,,,HEROMOTOCO
115.0,0.0227,0.5399,,,HEROMOTOCO
115.0,0.0214,0.5399,,,HEROMOTOCO
115.0,0.0211,0.5399,,,HEROMOTOCO
115.0,0.02,0.5399,,,HEROMOTOCO
115.0,0.0198,0.5399,,,HEROMOTOCO
115.0,0.0191,0.5399,,,HEROMOTOCO
115.0,0.019299999,0.5399,,,HEROMOTOCO
115.0,0.0208,0.5399,,,HEROMOTOCO
115.0,0.021,0.5399,,,HEROMOTOCO
115.0,0.022,0.5399,,,HEROMOTOCO
